STATEID,COUNTYID,STNAME,CTYNAME,POPN
01,001,Alabama,Autauga ,58877
01,003,Alabama,Baldwin ,233140
01,005,Alabama,Barbour ,25180
01,007,Alabama,Bibb ,22223
01,009,Alabama,Blount ,59081
01,011,Alabama,Bullock ,10309
01,013,Alabama,Butler ,19045
01,015,Alabama,Calhoun ,116266
01,017,Alabama,Chambers ,34678
01,019,Alabama,Cherokee ,24958
01,021,Alabama,Chilton ,45024
01,023,Alabama,Choctaw ,12619
01,025,Alabama,Clarke ,22995
01,027,Alabama,Clay ,14193
01,029,Alabama,Cleburne ,15035
01,031,Alabama,Coffee ,53565
01,033,Alabama,Colbert ,57236
01,035,Alabama,Conecuh ,11552
01,037,Alabama,Coosa ,10383
01,039,Alabama,Covington ,37469
01,041,Alabama,Crenshaw ,13157
01,043,Alabama,Cullman ,88044
01,045,Alabama,Dale ,49214
01,047,Alabama,Dallas ,38190
01,049,Alabama,DeKalb ,71630
01,051,Alabama,Elmore ,88116
01,053,Alabama,Escambia ,36665
01,055,Alabama,Etowah ,103393
01,057,Alabama,Fayette ,16307
01,059,Alabama,Franklin ,32063
01,061,Alabama,Geneva ,26675
01,063,Alabama,Greene ,7704
01,065,Alabama,Hale ,14792
01,067,Alabama,Henry ,17167
01,069,Alabama,Houston ,107190
01,071,Alabama,Jackson ,52519
01,073,Alabama,Jefferson ,673341
01,075,Alabama,Lamar ,13943
01,077,Alabama,Lauderdale ,93610
01,079,Alabama,Lawrence ,33063
01,081,Alabama,Lee ,174601
01,083,Alabama,Limestone ,104322
01,085,Alabama,Lowndes ,10297
01,087,Alabama,Macon ,19476
01,089,Alabama,Madison ,389696
01,091,Alabama,Marengo ,19264
01,093,Alabama,Marion ,29287
01,095,Alabama,Marshall ,97608
01,097,Alabama,Mobile ,414250
01,099,Alabama,Monroe ,19723
01,101,Alabama,Montgomery ,228448
01,103,Alabama,Morgan ,123336
01,105,Alabama,Perry ,8452
01,107,Alabama,Pickens ,19062
01,109,Alabama,Pike ,32981
01,111,Alabama,Randolph ,21971
01,113,Alabama,Russell ,59226
01,115,Alabama,St. Clair ,91333
01,117,Alabama,Shelby ,223708
01,119,Alabama,Sumter ,12295
01,121,Alabama,Talladega ,82069
01,123,Alabama,Tallapoosa ,41229
01,125,Alabama,Tuscaloosa ,227153
01,127,Alabama,Walker ,65100
01,129,Alabama,Washington ,15296
01,131,Alabama,Wilcox ,10518
01,133,Alabama,Winston ,23491
02,013,Alaska,Aleutians East Borough,3418
02,016,Alaska,Aleutians West Census Area,5206
02,020,Alaska,Anchorage Municipality,290637
02,050,Alaska,Bethel Census Area,18648
02,060,Alaska,Bristol Bay Borough,831
02,063,Alaska,Chugach Census Area,7073
02,066,Alaska,Copper River Census Area,2616
02,068,Alaska,Denali Borough,1611
02,070,Alaska,Dillingham Census Area,4839
02,090,Alaska,Fairbanks North Star Borough,95286
02,100,Alaska,Haines Borough,2085
02,105,Alaska,Hoonah-Angoon Census Area,2361
02,110,Alaska,Juneau City and Borough,32195
02,122,Alaska,Kenai Peninsula Borough,58893
02,130,Alaska,Ketchikan Gateway Borough,13902
02,150,Alaska,Kodiak Island Borough,13023
02,158,Alaska,Kusilvak Census Area,8357
02,164,Alaska,Lake and Peninsula Borough,1454
02,170,Alaska,Matanuska-Susitna Borough,107460
02,180,Alaska,Nome Census Area,10032
02,185,Alaska,North Slope Borough,10993
02,188,Alaska,Northwest Arctic Borough,7784
02,195,Alaska,Petersburg Borough,3401
02,198,Alaska,Prince of Wales-Hyder Census Area,5725
02,220,Alaska,Sitka City and Borough,8428
02,230,Alaska,Skagway Municipality,1239
02,240,Alaska,Southeast Fairbanks Census Area,6831
02,275,Alaska,Wrangell City and Borough,2130
02,282,Alaska,Yakutat City and Borough,683
02,290,Alaska,Yukon-Koyukuk Census Area,5300
04,001,Arizona,Apache ,65897
04,003,Arizona,Cochise ,125398
04,005,Arizona,Coconino ,145116
04,007,Arizona,Gila ,53306
04,009,Arizona,Graham ,38614
04,011,Arizona,Greenlee ,9522
04,012,Arizona,La Paz ,16580
04,013,Arizona,Maricopa ,4438342
04,015,Arizona,Mohave ,214070
04,017,Arizona,Navajo ,106802
04,019,Arizona,Pima ,1045599
04,021,Arizona,Pinal ,429583
04,023,Arizona,Santa Cruz ,47653
04,025,Arizona,Yavapai ,237067
04,027,Arizona,Yuma ,204437
05,001,Arkansas,Arkansas ,17105
05,003,Arkansas,Ashley ,18960
05,005,Arkansas,Baxter ,41655
05,007,Arkansas,Benton ,286353
05,009,Arkansas,Boone ,37352
05,011,Arkansas,Bradley ,10498
05,013,Arkansas,Calhoun ,4725
05,015,Arkansas,Carroll ,28202
05,017,Arkansas,Chicot ,10143
05,019,Arkansas,Clark ,21362
05,021,Arkansas,Clay ,14508
05,023,Arkansas,Cleburne ,24665
05,025,Arkansas,Cleveland ,7544
05,027,Arkansas,Columbia ,22741
05,029,Arkansas,Conway ,20729
05,031,Arkansas,Craighead ,111576
05,033,Arkansas,Crawford ,60107
05,035,Arkansas,Crittenden ,48067
05,037,Arkansas,Cross ,16762
05,039,Arkansas,Dallas ,6445
05,041,Arkansas,Desha ,11330
05,043,Arkansas,Drew ,17309
05,045,Arkansas,Faulkner ,123666
05,047,Arkansas,Franklin ,17122
05,049,Arkansas,Fulton ,12033
05,051,Arkansas,Garland ,100162
05,053,Arkansas,Grant ,17975
05,055,Arkansas,Greene ,45818
05,057,Arkansas,Hempstead ,19993
05,059,Arkansas,Hot Spring ,33034
05,061,Arkansas,Howard ,12755
05,063,Arkansas,Independence ,37892
05,065,Arkansas,Izard ,13576
05,067,Arkansas,Jackson ,16737
05,069,Arkansas,Jefferson ,66811
05,071,Arkansas,Johnson ,25692
05,073,Arkansas,Lafayette ,6294
05,075,Arkansas,Lawrence ,16196
05,077,Arkansas,Lee ,8529
05,079,Arkansas,Lincoln ,12879
05,081,Arkansas,Little River ,11971
05,083,Arkansas,Logan ,21097
05,085,Arkansas,Lonoke ,74042
05,087,Arkansas,Madison ,16551
05,089,Arkansas,Marion ,16862
05,091,Arkansas,Miller ,42570
05,093,Arkansas,Mississippi ,40503
05,095,Arkansas,Monroe ,6765
05,097,Arkansas,Montgomery ,8459
05,099,Arkansas,Nevada ,8284
05,101,Arkansas,Newton ,7198
05,103,Arkansas,Ouachita ,22592
05,105,Arkansas,Perry ,9997
05,107,Arkansas,Phillips ,16445
05,109,Arkansas,Pike ,10165
05,111,Arkansas,Poinsett ,22893
05,113,Arkansas,Polk ,19182
05,115,Arkansas,Pope ,63346
05,117,Arkansas,Prairie ,8248
05,119,Arkansas,Pulaski ,399073
05,121,Arkansas,Randolph ,18581
05,123,Arkansas,St. Francis ,23046
05,125,Arkansas,Saline ,123681
05,127,Arkansas,Scott ,9811
05,129,Arkansas,Searcy ,7827
05,131,Arkansas,Sebastian ,127739
05,133,Arkansas,Sevier ,15778
05,135,Arkansas,Sharp ,17282
05,137,Arkansas,Stone ,12364
05,139,Arkansas,Union ,38925
05,141,Arkansas,Van Buren ,15765
05,143,Arkansas,Washington ,246662
05,145,Arkansas,White ,76810
05,147,Arkansas,Woodruff ,6200
05,149,Arkansas,Yell ,20216
06,001,California,Alameda ,1679844
06,003,California,Alpine ,1198
06,005,California,Amador ,40541
06,007,California,Butte ,210083
06,009,California,Calaveras ,45327
06,011,California,Colusa ,21853
06,013,California,Contra Costa ,1165562
06,015,California,Del Norte ,27709
06,017,California,El Dorado ,191114
06,019,California,Fresno ,1008966
06,021,California,Glenn ,28893
06,023,California,Humboldt ,136351
06,025,California,Imperial ,179489
06,027,California,Inyo ,19023
06,029,California,Kern ,909997
06,031,California,Kings ,152627
06,033,California,Lake ,68174
06,035,California,Lassen ,32719
06,037,California,Los Angeles ,9989165
06,039,California,Madera ,156620
06,041,California,Marin ,261776
06,043,California,Mariposa ,17124
06,045,California,Mendocino ,91354
06,047,California,Merced ,281726
06,049,California,Modoc ,8658
06,051,California,Mono ,13206
06,053,California,Monterey ,438500
06,055,California,Napa ,137608
06,057,California,Nevada ,102199
06,059,California,Orange ,3184101
06,061,California,Placer ,405741
06,063,California,Plumas ,19769
06,065,California,Riverside ,2422764
06,067,California,Sacramento ,1586241
06,069,California,San Benito ,64507
06,071,California,San Bernardino ,2182740
06,073,California,San Diego ,3297252
06,075,California,San Francisco ,870014
06,077,California,San Joaquin ,780517
06,079,California,San Luis Obispo ,282231
06,081,California,San Mateo ,762453
06,083,California,Santa Barbara ,448096
06,085,California,Santa Clara ,1930598
06,087,California,Santa Cruz ,270353
06,089,California,Shasta ,181893
06,091,California,Sierra ,3228
06,093,California,Siskiyou ,43962
06,095,California,Solano ,453274
06,097,California,Sonoma ,488345
06,099,California,Stanislaus ,552710
06,101,California,Sutter ,99480
06,103,California,Tehama ,65615
06,105,California,Trinity ,16088
06,107,California,Tulare ,473736
06,109,California,Tuolumne ,55516
06,111,California,Ventura ,842921
06,113,California,Yolo ,216255
06,115,California,Yuba ,81932
08,001,Colorado,Adams ,520163
08,003,Colorado,Alamosa ,16362
08,005,Colorado,Arapahoe ,655112
08,007,Colorado,Archuleta ,13424
08,009,Colorado,Baca ,3486
08,011,Colorado,Bent ,5635
08,013,Colorado,Boulder ,330811
08,014,Colorado,Broomfield ,74513
08,015,Colorado,Chaffee ,19571
08,017,Colorado,Cheyenne ,1736
08,019,Colorado,Clear Creek ,9404
08,021,Colorado,Conejos ,7464
08,023,Colorado,Costilla ,3506
08,025,Colorado,Crowley ,5893
08,027,Colorado,Custer ,4712
08,029,Colorado,Delta ,31232
08,031,Colorado,Denver ,717630
08,033,Colorado,Dolores ,2338
08,035,Colorado,Douglas ,360102
08,037,Colorado,Eagle ,55665
08,039,Colorado,Elbert ,26206
08,041,Colorado,El Paso ,731847
08,043,Colorado,Fremont ,48981
08,045,Colorado,Garfield ,61776
08,047,Colorado,Gilpin ,5810
08,049,Colorado,Grand ,15733
08,051,Colorado,Gunnison ,16945
08,053,Colorado,Hinsdale ,794
08,055,Colorado,Huerfano ,6810
08,057,Colorado,Jackson ,1376
08,059,Colorado,Jefferson ,582928
08,061,Colorado,Kiowa ,1452
08,063,Colorado,Kit Carson ,7064
08,065,Colorado,Lake ,7409
08,067,Colorado,La Plata ,55642
08,069,Colorado,Larimer ,359686
08,071,Colorado,Las Animas ,14564
08,073,Colorado,Lincoln ,5669
08,075,Colorado,Logan ,21495
08,077,Colorado,Mesa ,155939
08,079,Colorado,Mineral ,867
08,081,Colorado,Moffat ,13267
08,083,Colorado,Montezuma ,25858
08,085,Colorado,Montrose ,42798
08,087,Colorado,Morgan ,29065
08,089,Colorado,Otero ,18667
08,091,Colorado,Ouray ,4869
08,093,Colorado,Park ,17421
08,095,Colorado,Phillips ,4534
08,097,Colorado,Pitkin ,17342
08,099,Colorado,Prowers ,11986
08,101,Colorado,Pueblo ,168467
08,103,Colorado,Rio Blanco ,6518
08,105,Colorado,Rio Grande ,11538
08,107,Colorado,Routt ,24839
08,109,Colorado,Saguache ,6383
08,111,Colorado,San Juan ,710
08,113,Colorado,San Miguel ,8055
08,115,Colorado,Sedgwick ,2390
08,117,Colorado,Summit ,30971
08,119,Colorado,Teller ,24726
08,121,Colorado,Washington ,4815
08,123,Colorado,Weld ,331358
08,125,Colorado,Yuma ,9979
09,001,Connecticut,Fairfield ,955895
09,003,Connecticut,Hartford ,897932
09,005,Connecticut,Litchfield ,184874
09,007,Connecticut,Middlesex ,163923
09,009,Connecticut,New Haven ,863498
09,011,Connecticut,New London ,268248
09,013,Connecticut,Tolland ,149650
09,015,Connecticut,Windham ,116240
10,001,Delaware,Kent ,182256
10,003,Delaware,New Castle ,570718
10,005,Delaware,Sussex ,238912
11,001,District of Columbia,District of Columbia,690093
12,001,Florida,Alachua ,278684
12,003,Florida,Baker ,28309
12,005,Florida,Bay ,174461
12,007,Florida,Bradford ,28364
12,009,Florida,Brevard ,608007
12,011,Florida,Broward ,1941516
12,013,Florida,Calhoun ,13615
12,015,Florida,Charlotte ,187960
12,017,Florida,Citrus ,154403
12,019,Florida,Clay ,218797
12,021,Florida,Collier ,377079
12,023,Florida,Columbia ,69889
12,027,Florida,DeSoto ,34080
12,029,Florida,Dixie ,16805
12,031,Florida,Duval ,996373
12,033,Florida,Escambia ,322424
12,035,Florida,Flagler ,115968
12,037,Florida,Franklin ,12456
12,039,Florida,Gadsden ,43701
12,041,Florida,Gilchrist ,17928
12,043,Florida,Glades ,12179
12,045,Florida,Gulf ,14181
12,047,Florida,Hamilton ,13988
12,049,Florida,Hardee ,25313
12,051,Florida,Hendry ,39707
12,053,Florida,Hernando ,195508
12,055,Florida,Highlands ,101222
12,057,Florida,Hillsborough ,1463380
12,059,Florida,Holmes ,19622
12,061,Florida,Indian River ,160345
12,063,Florida,Jackson ,47214
12,065,Florida,Jefferson ,14560
12,067,Florida,Lafayette ,8252
12,069,Florida,Lake ,385875
12,071,Florida,Lee ,764679
12,073,Florida,Leon ,292378
12,075,Florida,Levy ,43051
12,077,Florida,Liberty ,7974
12,079,Florida,Madison ,17976
12,081,Florida,Manatee ,401443
12,083,Florida,Marion ,377370
12,085,Florida,Martin ,158529
12,086,Florida,Miami-Dade ,2692459
12,087,Florida,Monroe ,82809
12,089,Florida,Nassau ,90993
12,091,Florida,Okaloosa ,211809
12,093,Florida,Okeechobee ,39641
12,095,Florida,Orange ,1429899
12,097,Florida,Osceola ,390855
12,099,Florida,Palm Beach ,1492466
12,101,Florida,Pasco ,565745
12,103,Florida,Pinellas ,958752
12,105,Florida,Polk ,729233
12,107,Florida,Putnam ,73347
12,109,Florida,St. Johns ,276916
12,111,Florida,St. Lucie ,331275
12,113,Florida,Santa Rosa ,189133
12,115,Florida,Sarasota ,435664
12,117,Florida,Seminole ,471058
12,119,Florida,Sumter ,130897
12,121,Florida,Suwannee ,43510
12,123,Florida,Taylor ,21760
12,125,Florida,Union ,16126
12,127,Florida,Volusia ,554901
12,129,Florida,Wakulla ,33907
12,131,Florida,Walton ,75855
12,133,Florida,Washington ,25357
13,001,Georgia,Appling ,18428
13,003,Georgia,Atkinson ,8301
13,005,Georgia,Bacon ,11123
13,007,Georgia,Baker ,2844
13,009,Georgia,Baldwin ,43773
13,011,Georgia,Banks ,18069
13,013,Georgia,Barrow ,83963
13,015,Georgia,Bartow ,109311
13,017,Georgia,Ben Hill ,17153
13,019,Georgia,Berrien ,18159
13,021,Georgia,Bibb ,157104
13,023,Georgia,Bleckley ,12577
13,025,Georgia,Brantley ,18040
13,027,Georgia,Brooks ,16232
13,029,Georgia,Bryan ,44999
13,031,Georgia,Bulloch ,81378
13,033,Georgia,Burke ,24621
13,035,Georgia,Butts ,25542
13,037,Georgia,Calhoun ,5560
13,039,Georgia,Camden ,54911
13,043,Georgia,Candler ,11001
13,045,Georgia,Carroll ,119463
13,047,Georgia,Catoosa ,67976
13,049,Georgia,Charlton ,12530
13,051,Georgia,Chatham ,294904
13,053,Georgia,Chattahoochee ,9482
13,055,Georgia,Chattooga ,24921
13,057,Georgia,Cherokee ,268043
13,059,Georgia,Clarke ,128489
13,061,Georgia,Clay ,2835
13,063,Georgia,Clayton ,297417
13,065,Georgia,Clinch ,6723
13,067,Georgia,Cobb ,766209
13,069,Georgia,Coffee ,43047
13,071,Georgia,Colquitt ,45866
13,073,Georgia,Columbia ,156773
13,075,Georgia,Cook ,17232
13,077,Georgia,Coweta ,146653
13,079,Georgia,Crawford ,12100
13,081,Georgia,Crisp ,20042
13,083,Georgia,Dade ,16224
13,085,Georgia,Dawson ,27047
13,087,Georgia,Decatur ,29338
13,089,Georgia,DeKalb ,763831
13,091,Georgia,Dodge ,19849
13,093,Georgia,Dooly ,11142
13,095,Georgia,Dougherty ,85366
13,097,Georgia,Douglas ,144497
13,099,Georgia,Early ,10813
13,101,Georgia,Echols ,3696
13,103,Georgia,Effingham ,65150
13,105,Georgia,Elbert ,19627
13,107,Georgia,Emanuel ,22730
13,109,Georgia,Evans ,10757
13,111,Georgia,Fannin ,25396
13,113,Georgia,Fayette ,119441
13,115,Georgia,Floyd ,98593
13,117,Georgia,Forsyth ,252786
13,119,Georgia,Franklin ,23429
13,121,Georgia,Fulton ,1069023
13,123,Georgia,Gilmer ,31429
13,125,Georgia,Glascock ,2883
13,127,Georgia,Glynn ,84470
13,129,Georgia,Gordon ,57696
13,131,Georgia,Grady ,26221
13,133,Georgia,Greene ,19025
13,135,Georgia,Gwinnett ,957801
13,137,Georgia,Habersham ,46105
13,139,Georgia,Hall ,203589
13,141,Georgia,Hancock ,8722
13,143,Georgia,Haralson ,29985
13,145,Georgia,Harris ,34927
13,147,Georgia,Hart ,25866
13,149,Georgia,Heard ,11465
13,151,Georgia,Henry ,241818
13,153,Georgia,Houston ,164242
13,155,Georgia,Irwin ,9643
13,157,Georgia,Jackson ,76712
13,159,Georgia,Jasper ,14638
13,161,Georgia,Jeff Davis ,14777
13,163,Georgia,Jefferson ,15658
13,165,Georgia,Jenkins ,8662
13,167,Georgia,Johnson ,9168
13,169,Georgia,Jones ,28356
13,171,Georgia,Lamar ,18550
13,173,Georgia,Lanier ,9916
13,175,Georgia,Laurens ,49497
13,177,Georgia,Lee ,33179
13,179,Georgia,Liberty ,65220
13,181,Georgia,Lincoln ,7704
13,183,Georgia,Long ,16287
13,185,Georgia,Lowndes ,118316
13,187,Georgia,Lumpkin ,33596
13,189,Georgia,McDuffie ,21587
13,191,Georgia,McIntosh ,10982
13,193,Georgia,Macon ,12021
13,195,Georgia,Madison ,30263
13,197,Georgia,Marion ,7520
13,199,Georgia,Meriwether ,20619
13,201,Georgia,Miller ,5987
13,205,Georgia,Mitchell ,21677
13,207,Georgia,Monroe ,28046
13,209,Georgia,Montgomery ,8577
13,211,Georgia,Morgan ,20174
13,213,Georgia,Murray ,39938
13,215,Georgia,Muscogee ,206960
13,217,Georgia,Newton ,112780
13,219,Georgia,Oconee ,42021
13,221,Georgia,Oglethorpe ,14865
13,223,Georgia,Paulding ,169660
13,225,Georgia,Peach ,28035
13,227,Georgia,Pickens ,33333
13,229,Georgia,Pierce ,19722
13,231,Georgia,Pike ,18935
13,233,Georgia,Polk ,42925
13,235,Georgia,Pulaski ,9863
13,237,Georgia,Putnam ,22140
13,239,Georgia,Quitman ,2224
13,241,Georgia,Rabun ,16894
13,243,Georgia,Randolph ,6377
13,245,Georgia,Richmond ,206328
13,247,Georgia,Rockdale ,93614
13,249,Georgia,Schley ,4538
13,251,Georgia,Screven ,14060
13,253,Georgia,Seminole ,9138
13,255,Georgia,Spalding ,67413
13,257,Georgia,Stephens ,26800
13,259,Georgia,Stewart ,5295
13,261,Georgia,Sumter ,29553
13,263,Georgia,Talbot ,5731
13,265,Georgia,Taliaferro ,1557
13,267,Georgia,Tattnall ,22852
13,269,Georgia,Taylor ,7814
13,271,Georgia,Telfair ,12461
13,273,Georgia,Terrell ,9153
13,275,Georgia,Thomas ,45766
13,277,Georgia,Tift ,41348
13,279,Georgia,Toombs ,27052
13,281,Georgia,Towns ,12539
13,283,Georgia,Treutlen ,6390
13,285,Georgia,Troup ,69388
13,287,Georgia,Turner ,8971
13,289,Georgia,Twiggs ,7986
13,291,Georgia,Union ,24766
13,293,Georgia,Upson ,27712
13,295,Georgia,Walker ,67711
13,297,Georgia,Walton ,97135
13,299,Georgia,Ware ,36218
13,301,Georgia,Warren ,5205
13,303,Georgia,Washington ,19927
13,305,Georgia,Wayne ,30155
13,307,Georgia,Webster ,2350
13,309,Georgia,Wheeler ,7430
13,311,Georgia,White ,28090
13,313,Georgia,Whitfield ,102727
13,315,Georgia,Wilcox ,8731
13,317,Georgia,Wilkes ,9556
13,319,Georgia,Wilkinson ,8844
13,321,Georgia,Worth ,20719
15,001,Hawaii,Hawaii ,200746
15,003,Hawaii,Honolulu ,1013227
15,005,Hawaii,Kalawao ,82
15,007,Hawaii,Kauai ,73201
15,009,Hawaii,Maui ,164655
16,001,Idaho,Ada ,497984
16,003,Idaho,Adams ,4424
16,005,Idaho,Bannock ,87177
16,007,Idaho,Bear Lake ,6370
16,009,Idaho,Benewah ,9576
16,011,Idaho,Bingham ,48068
16,013,Idaho,Blaine ,24327
16,015,Idaho,Boise ,7647
16,017,Idaho,Bonner ,47390
16,019,Idaho,Bonneville ,124626
16,021,Idaho,Boundary ,12113
16,023,Idaho,Butte ,2577
16,025,Idaho,Camas ,1089
16,027,Idaho,Canyon ,232714
16,029,Idaho,Caribou ,7015
16,031,Idaho,Cassia ,24699
16,033,Idaho,Clark ,792
16,035,Idaho,Clearwater ,8750
16,037,Idaho,Custer ,4266
16,039,Idaho,Elmore ,28668
16,041,Idaho,Franklin ,14269
16,043,Idaho,Fremont ,13404
16,045,Idaho,Gem ,19258
16,047,Idaho,Gooding ,15643
16,049,Idaho,Idaho ,16561
16,051,Idaho,Jefferson ,31055
16,053,Idaho,Jerome ,24222
16,055,Idaho,Kootenai ,172646
16,057,Idaho,Latah ,39611
16,059,Idaho,Lemhi ,7948
16,061,Idaho,Lewis ,3531
16,063,Idaho,Lincoln ,5133
